,Unnamed: 0,상품명,가격,이미지,카테고리,색상,사이즈,재질,디자인
643,643,제련공단 철제 책장 진열장 사각 1200 5단 거실 서재 책꽂이 공간분리,"138,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-251780314329152.jpg?w=360&h=360&c=c&q=50,책장,그레이,125cm x 81cm x 67cm,짚,농촌 스타일
644,644,바턴 36T 1200 5단 책장 / 책꽂이,"54,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238021939380352.jpg?w=360&h=360&c=c&q=50,책장,그레이,110cm x 79cm x 64cm,목재,레트로 스타일
645,645,VONI 원형 4단 회전책장,"215,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-233030409265216.jpg?w=360&h=360&c=c&q=50,책장,그레이,120cm x 81cm x 67cm,금속,모던
646,646,인테리어 북선반 철제 책장 진열장 10단 1500 3colors,"75,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161942868196694523.jpg?w=360&h=360&c=c&q=50,책장,그레이,130cm x 84cm x 70cm,유리,클래식
647,647,[단독] 헤이 36T 800 3단 책장 책꽃이 수납장 (1200 2단책장) 3colors,"39,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-227044919001088.jpg?w=360&h=360&c=c&q=50,책장,그레이,150cm x 86cm x 73cm,플라스틱,미니멀리스트
648,648,밀라노 1500 북선반 5colors,"129,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163048393350636217.jpg?w=360&h=360&c=c&q=50,책장,화이트,115cm x 80cm x 63cm,대리석,전통적인
649,649,메이저 1400 북선반/북타워 책장 3colors,"46,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/170173994654991730.jpg?w=360&h=360&c=c&q=50,책장,화이트,140cm x 82cm x 66cm,스틸,산업 스타일
650,650,프리미엄 다크 일파만파 북선반 4colors,"27,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1513406427674_KNijhzpOdx.jpg?w=360&h=360&c=c&q=50,책장,화이트,130cm x 85cm x 69cm,합성 섬유,현대적
651,651,[단독특가] 북선반 1500 인테리어 철제 책장 진열장,"69,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160386111010298166.jpg?w=360&h=360&c=c&q=50,책장,화이트,125cm x 88cm x 71cm,가죽,컨템포러리
652,652,바턴 36T 1200 5단 책장 / 책꽂이,"54,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238021939380352.jpg?w=360&h=360&c=c&q=50,책장,화이트,135cm x 79cm x 64cm,검데,스칸디나비아
653,653,VONI 원형 4단 회전책장,"215,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-233030409265216.jpg?w=360&h=360&c=c&q=50,책장,화이트,145cm x 81cm x 67cm,짚,농촌 스타일
654,654,밀라노 1500 북선반 5colors,"129,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163048393350636217.jpg?w=360&h=360&c=c&q=50,책장,블랙,110cm x 84cm x 70cm,목재,레트로 스타일
655,655,프리미엄 다크 일파만파 북선반 4colors,"27,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1513406427674_KNijhzpOdx.jpg?w=360&h=360&c=c&q=50,책장,블랙,120cm x 86cm x 73cm,금속,모던
656,656,제련공단 철제 책장 진열장 사각 1200 5단 거실 서재 책꽂이 공간분리,"138,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-251780314329152.jpg?w=360&h=360&c=c&q=50,책장,블랙,130cm x 71cm x 59cm,유리,클래식
657,657,VONI 원형 4단 회전책장,"215,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-233030409265216.jpg?w=360&h=360&c=c&q=50,책장,블랙,150cm x 81cm x 67cm,플라스틱,미니멀리스트
658,658,레이 틈새 높은 슬림 책장 선반장 오픈 수납장 300/400 5colors,"59,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/165000784632613012.jpg?w=360&h=360&c=c&q=50,책장,블랙,115cm x 84cm x 71cm,대리석,전통적인
659,659,엘라인 회전식 철제 각도조절 북선반 북스탠드 2size / 2color,"59,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169516896683915998.jpg?w=360&h=360&c=c&q=50,책장,블랙,115cm x 84cm x 71cm,목재,산업 스타일
